rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1333-org,   beau, , 6, macadam street, , elwood, 2550, nsw, 19950404, , 02 86682670, 6107955, 5
rec-8759-org,   sarah, green, 30, loureiro street, , kilcoy, 6059, qld, 19631222, 27, 03 98225325, 7298787, 0
rec-8743-org,   emiily, wang, 246, clare dennis avenue, , st peters, 3630, nsw, 19531111, 43, 07 65423780, 7296283, 8
rec-7106-org,   lachlan, fullerton, 12, tom roberts avenue, welikeak, whitfield, 3021, , 19871113, 26, 02 79261044, 9411482, 5
rec-4201-org,   ebony, skarmoupsos, 529, rene street, berkeley vlge, greenacre, 6057, nsw, 19781211, 32, 02 17368097, 4810506, 1
rec-2647-org,   zac, steyger, 1, carroll street, , east fremantle, 3802, vic, 19270215, 2, 03 17629904, 9059962, 5
rec-1542-org,   ella, campbell, 22, hampton circuit, , st albans, 6107, qld, 19420227, , 07 49254523, 2941273, 4
rec-2554-org,   zac, maynard, 32, andamooka street, , swan view, 4702, sa, 19431225, 27, 08 50542851, 5434982, 8
rec-235-org,   bianca, crook, 13, allcott place, , narre warren north, 3190, qld, 19020829, 25, 07 72162140, 4488932, 3
rec-3961-org,   emiily, abrahamson, 3, mayo street, coolibah, penshurst, 3132, nsw, 19931009, 19, 08 14725788, 8292771, 3
rec-9533-org,   finn, george, 19, coolibah crescent, , , 2036, nsw, 19450318, 27, 03 79596476, 8420062, 0
rec-5986-org,   braiden, allister, 658, tardent street, canopus, ringwood, 3088, tas, 19380404, 32, 04 05845559, 6362791, 5
rec-6920-org,   eden, commozzato, 144, becker place, , frenchs forest, 4178, sa, 19640308, 33, 03 32542951, 7292329, 5
rec-5745-dup-1, hannah, stephenson, 25, jarrah street, , old bsr, 2681, vic, 19021113, 31, 04 66237677, 1510171, 9
rec-2422-org,   joshua, bruhn, 118, hugh mckay crescent, umina park, chandler, 4501, sa, 19700314, 26, 07 80504424, 6858680, 6
rec-2507-org,   jasmine, drayson, 53, kriewaldt circuit, , sanctuary point, 4655, sa, 19641002, 30, 02 46481087, 2105799, 3
rec-7560-org,   desi, berketa, 250, hindle place, , cambridge, 3630, wa, 19460721, 34, 03 62768790, 3312918, 3
rec-4632-org,   jaxson, ryan, 54, abrahams crescent, retirement village, noble park, 7248, , 19101113, 23, 08 79743287, 7725290, 3
rec-1437-org,   kallie, weaver, 2, , coolalie, jacobs well, 2430, nsw, 19001121, 11, 08 49048219, 8133570, 9
rec-8617-org,   cooper, worsley, 41, hopkins street, , , 2164, , 19660813, 32, 04 98085268, 7555282, 8
rec-9417-org,   claudia, gillard, 214, malcolm place, flt 10, mentone, 3023, qld, 19340303, 31, 03 47562926, 5243349, 3
rec-4604-org,   jack, stanley, 33, hoskins street, buderim gardens village, greenwood, 3188, nsw, 19710216, , 08 03836689, 7748314, 1
rec-8377-org,   joshua, dixon, 33, farrer street, tralee cottage, portarlington, 2519, vic, 19080122, , 02 57547783, 2663738, 3
rec-828-org,   jessica, smallacombe, 45, mcinnes street, , wantirna, 2480, nsw, 19860928, , 08 91615211, 6645637, 2
rec-6039-org,   jessica, clarke, 64, ragless circuit, , maryborough, 3977, vic, 19220127, 23, 02 67748991, 2696402, 8
rec-7430-dup-1, james, karap, 9, wilkins slreet, , ingleburn, 2102, qld, 19940701, 30, 04 39492887, 5391520, 9
rec-4866-org,   joshua, borejko, 13, lacey place, brokenspoke, dromana, 6018, qld, 19710206, 35, 02 89493796, 3412742, 1
rec-839-org,   zara, fitzpatrick, 2, michie street, ngere, mentone, 5654, nsw, 19330916, 32, 07 04253665, 2439916, 6
rec-3670-dup-0, samuel, pastars, 32, , warra creek, largs north, 3082, vid, , 31, 07 04651033, 7420950, 2
rec-916-org,   , blowes, 78, morrow street, , melville, 2615, , 19260410, 26, 03 96419227, 3552629, 3
rec-8180-org,   emiily, harrington, 3, kalgoorlie crescent, bonnie, wattle glen, 3350, act, 19140514, 37, 04 80062614, 9274843, 5
rec-4394-org,   james, ryan, 114, jennings street, abilene, lowood, 2210, sa, 19980117, 23, 04 41738309, 4796613, 7
rec-9428-org,   christina, felmingham, 17, kenyon circuit, , somers, 2099, sa, 19710320, 34, 07 63688230, 4531216, 4
rec-2473-org,   alison, philps, 9, ward place, thistledoo, hoppers crossing, 2206, sa, 19121208, 35, 08 51063289, 5133912, 2
rec-8671-org,   joel, alfords, 25, john cleland crescent, flr 5 john flynn medical centre, geelong south, 4124, qld, 19370417, 25, 08 01312623, 3231664, 0
rec-2375-org,   marlee, coulson, 87, kirkcaldie circuit, , boondall, 6155, nsw, , 32, 07 84707683, 1591442, 2
rec-5407-org,   james, mccarthy, 59, wittenoom crescent, , lockleys, 4172, wa, 19910403, 9, 02 96230826, 4626947, 7
rec-8322-org,   edward, luher, 8, chauvel street, hawkins masonic vlge, broadmeadows, 2031, nsw, 19101227, 25, 04 88697606, 2375246, 3
rec-298-org,   jett, webb, 334, ligertwood street, burundah, kyogle, 6163, vic, , 29, 04 51258547, 9393202, 7
rec-5854-dup-1, haiden, gremm, 40, roseworthy crescent, , ellenbrook, 5075, vic, 19290525, 41, 08 21334863, 2373462, 5
rec-5044-org,   hayden, crook, 114, pyke place, eagle rock, cook, 2643, sa, 19591104, 40, 07 55546349, 5776734, 8
rec-6465-org,   stephanie, reid, 42, william hudson crescent, , ingham, 3088, nsw, 19570530, 28, 03 61213465, 5196960, 8
rec-4860-org,   james, paterson, 972, alroy circuit, dunmunkle lodge, bayswater north, 3249, nsw, 19751005, , 08 09645346, 5666553, 9
rec-811-org,   chloe, kyriacou, 115, lamb place, oaklodge, innaloo, 3400, nsw, 19820115, 35, 02 88944007, 3940741, 7
rec-4343-org,   stephanie, norton-baker, 525, tullaroop street, , blakeview, 2250, nsw, 19330724, 24, 04 75657730, 1870364, 1
rec-6798-org,   john-paul, , 6, french street, , joondanna, 2795, nsw, 19760524, 23, 07 73623044, 5235430, 0
rec-869-org,   caleb, burford, 35, mcmaster street, phillip lodge, cooloongup, 4173, qld, 19000924, , 08 72948871, 1951290, 7
rec-8678-org,   schkirra, suslin, 25, blaxland crescent, , blacktown, 5141, nsw, 19120108, 30, 04 68004209, 8632487, 0
rec-102-org,   thomas, cappelluti, 2, alston street, riverside plaza, devonport, 2540, qld, 19680901, 30, 02 91982155, 6076016, 6
rec-8403-org,   jack, david, 398, body place, , laravale, 3141, wa, 19400719, 29, 07 34820078, 7191858, 5
rec-7732-org,   brooke, arulanandam, 60, , , launceston south, 4311, vic, 19071221, 29, 04 10775601, 9164975, 2
rec-3570-dup-0, nicolle, rioey, 13, fuller street, banora, eastern creek, 2257, qld, , , 02 13711143, 3850988, 9
rec-6736-org,   michael, purtell, 51, elvire place, heights estate, wollongong north, 4677, vic, 19360513, 35, 07 86533758, 4689315, 0
rec-8743-dup-0, emiilu, wang, , clare dennis avenue, , st peters, 3630, nsw, 19241016, 43, 07 65423780, 7296283, 8
rec-9363-org,   reeve, athans, 8, faunce crescent, , kuraby, 2211, vic, 19850412, 29, 04 84655146, 9040003, 7
rec-7506-org,   cameron, mortlock, 133, o'reilly place, , broken hill, 2540, nsw, 19150927, 25, 02 09808996, 3121429, 5
rec-2360-org,   jacob, turale, 25, lawrence wackett crescent, sherwood, kareela, 5655, , , 27, 07 87466408, 3777363, 3
rec-8748-org,   chevonne, nguyen, 22, appel crescent, , woree, 4740, vic, 19291117, 46, 07 91021698, 4726994, 3
rec-4964-org,   daniel, gamlin, 27, groom street, , blair athol, 2165, qld, 19270410, 24, 02 91417507, 4328881, 3
rec-7387-org,   james, willing, 225, hirst place, southern cross, port pirie, 3181, wa, 19651225, 21, 08 23937027, 8834654, 1
rec-4745-org,   william, dixon, 197, apperly close, redfern station, eaglemont, 5109, tas, 19811115, 37, 08 19960533, 2964717, 2
rec-5978-org,   alysha, mcmullen, 4, frayne place, loravilla, st albans, 4305, tas, 19780819, 30, 02 72296769, 1137952, 8
rec-8654-org,   heath, mcfadden, 1, teakle place, , margaret river, 2738, sa, 19801017, 22, 03 56906700, 2170403, 3
rec-1984-org,   luke, larder, 59, de chair street, , elliminyt, 2617, vic, 19021106, 32, 02 31286996, 2328626, 5
rec-4196-org,   matthew, harrington, 7, westfield shopping centre, , bickley, 3182, vic, , , 04 24441644, 3423835, 7
rec-5431-org,   caitlin, shevchenko, 16, renny place, , chandler, 2046, qld, 19020124, , 08 64884196, 2159807, 9
rec-4808-org,   james, harrington, 56, mclarty court, , winkie, 2430, nsw, 19470531, 9, 07 97513106, 4738917, 6
rec-8466-org,   james, george, 22, fossey street, , port fairy, 2193, nsw, 19490906, 9, 07 96449834, 9599044, 7
rec-9664-org,   louis, , 142, bendora crescent, burnside, newcastle, 6051, nsw, 19530705, 20, 08 06163428, 9308627, 8
rec-7267-org,   trey, coulson, 34, hugh mckay crescent, , yarra junction, 2200, qld, 19621020, 33, 07 56622257, 7041872, 9
rec-2853-org,   chantelle, reid, , wybalena grove, kimberley, sanctuary point, 7322, wa, 19790918, , 07 49573319, 5201493, 8
rec-6291-org,   isaac, golden, 124, paterson street, , highbury, 7250, nsw, , 26, 04 19086584, 9861117, 7
rec-3732-org,   isabel, white, 109, dennys place, , upwey, 2190, qld, 19220225, 25, 03 31986664, 4906397, 3
rec-6225-org,   ashlie, ayres, 62, melrose drive, , wangaratta, 2388, vic, 19300414, , 02 33424172, 6969462, 7
rec-3159-org,   alana, white, 5, ireland place, , ernest, , sa, 19810318, , 04 06197015, 8419921, 6
rec-7933-org,   tayah, mccarthy, 83, anderson street, torrington, valentine, 4218, qld, 19650701, 30, 02 85611500, 4414111, 0
rec-8184-dup-1, , green, 20, evelyn owen crescent, , mitchagm, 2066, vic, 19580124, 26, 03 83340975, 7552461, 5
rec-7495-org,   tara, morrison, 1, fawkner street, , minto, 2261, vic, 19800525, 21, 03 75934303, 2765628, 7
rec-6870-org,   callum, dent, 240, kitson place, , springwood, 3799, qld, 19791011, 33, , 9359488, 8
rec-2192-org,   nathan, reid, 43, reuther street, , lakes entrance, 5608, qld, 19540803, 29, 03 27306395, 8302774, 6
rec-9934-org,   michael, vandekamp, 45, florence taylor street, , kilmore, 6525, nsw, 19460807, , 02 65265539, 2249954, 1
rec-2595-org,   chelsea, sterry, 456, sturt avenue, moodwood angus stud, wedgefield, 2533, nsw, 19030920, , 08 03268301, 6856368, 0
rec-1600-org,   riley, gogel, 41, mcburney crescent, stanton, noble park, 3672, nsw, 19711212, 30, 08 94549753, 7699147, 4
rec-243-dup-1, caitlin, hannagan, 5, maidme nj pzace, rosetta village, kirribilli, 4123, nsw, 19550711, , 08 00400553, 8285354, 5
rec-5340-org,   emiily, hannagan, 129, propsting street, , port macquarie, 3805, wa, 19481106, 29, 03 29819591, 8745821, 6
rec-1692-dup-1, clain, , 20, dooring street, mallee vale, hurlstone park, 2487, qld, 19861029, , 08 72029140, 1803895, 7
rec-3802-org,   nathan, berry, 9, muskett place, , tarragindi, 2516, qld, 19150518, , 04 14347626, 7844102, 2
rec-7753-org,   hayden, rundle, 86, turner place, , mooloolaba, 2115, qld, , 12, 07 41079838, 9901772, 5
rec-1753-org,   lucy, browne, 1055, jinka street, donette downs, lake tyers beach, 6064, nt, 19200727, 29, 03 51492457, 5224695, 8
rec-5983-org,   annabel, coleman, 18, aitken circuit, ollera, daw park, 3851, nsw, 19010326, , 07 31694042, 9342172, 5
rec-6269-org,   kazuki, priest, 36, , glen-eric, torquay, 2774, nsw, 19291104, 29, 03 74005686, 4538803, 8
rec-5335-org,   taliah, mcneill, 70, white crescent, , evans head, 6149, , 19210711, 23, 03 38920870, 6534176, 7
rec-199-org,   callum, miles, 7, kingsford smith drive, , thornbury, 4305, vic, , 29, 02 35065718, 6716750, 5
rec-9502-org,   madison, wingate, 50, abrahams crescent, , everton, 5095, nsw, , 25, 04 68658800, 3751739, 6
rec-445-org,   brody, clarke, 40, schlich street, , keilor, 4655, vic, 19120701, 25, 03 25831867, 4465340, 2
rec-3062-org,   caleb, morrison, 42, alston street, bandicoot ridge, winmalee, 4519, sa, , 33, 07 92826135, 2066957, 8
rec-9254-org,   nicola, geue, 273, ashby circuit, , oaks estate, 3930, , 19020123, 29, 04 46828853, 2631038, 0
rec-6866-org,   james, bullock, 41, lavan place, , cranbourne north, 3137, tas, 19110805, 33, 03 33230556, 1081840, 8
rec-3794-org,   brydon, humphreys, 394, newbery crescent, moulin view, cook, 3187, vic, 19330518, 26, 07 02798922, 8822729, 7
rec-6412-dup-2, benjamin, greek, 53, chewings street, karrara, ormpesu, 3108, qld, 19440705, , 07 27398026, 8728183, 6
rec-7936-org,   molly, bullock, 12, harricks crescent, chateau tahbilk, banjup, 2108, vic, , 38, 02 35761261, 5751028, 9
rec-6712-org,   destynii, wotton, 18, prescott street, , punchbowl, 6157, sa, 19890804, 23, 03 63967819, 2445304, 3
rec-9086-org,   teegan, white, 24, dugan street, murga ridge, maryborough, 3216, vic, 19230428, , 03 03080785, 4065757, 7
rec-278-org,   brianna, domkus, 16, wakelin circuit, , geelong west, 3123, vic, 19721116, 29, 07 21984859, 7632192, 0
rec-4340-dup-0, , timmiss, 402, rischbieth crescent, , dora creek, 2325, wa, , 12, 08 71626932, 4054632, 2
rec-9517-org,   paige, lowe, 405, hanson place, rosetta village, burpengary, 2560, nsw, 19490503, 29, 08 41748013, 2220536, 7
rec-3669-org,   jacob, orlovic, 4, ross smith crescent, , belmont, 3206, nsw, 19010228, 32, 08 00945610, 2574693, 6
rec-3223-dup-0, lauren, roles, 1, vanzettiucrescent, , sunshine, 4506, vic, , 34, 08 62387380, 2461821, 0
rec-7923-org,   mikayla, forwood, 60, fullerton crescent, , lilydale, 2036, , 19540621, , 03 59430536, 4187416, 7
rec-7787-org,   joshua, van de water, 16, , salmaldo caravan park, flora hill, 3172, qld, 19560929, 23, 08 89281802, 5054690, 5
rec-2384-dup-1, bromc, sophie, 70, dorrit black crescent, bright view, tilbuster, 0852, qld, 19910124, 32, , 6424087, 1
rec-8957-org,   edward, lock, 9, abercrombie circuit, compton downs hostel, orelia, 3550, act, 19840701, , 07 03589095, 9431010, 3
rec-2756-org,   neneh, curry, 10, harricks crescent, kolora, burwood east, 3211, qld, 19530706, , 08 28910708, 4757542, 2
rec-728-org,   emma, geue, 37, howitt street, , mulgrave east, 4217, qld, 19031001, 28, 08 64588088, 8778671, 1
rec-6403-org,   mia, reid, 31, tate street, , avondale heights, 2074, wa, 19680308, 33, 08 72165082, 2515415, 4
rec-9588-org,   samuel, kinniff, 33, hackett garden, kooyong, wingham, 2865, wa, 19520514, 34, 04 77125342, 9457394, 5
rec-3576-org,   oliver, felmingham, 219, , , beaconsfield upper, 2830, nsw, 19721120, 26, 02 55086634, 9047761, 7
rec-4615-org,   eliza, webb, 18, popplewell place, the willows, coolah, 2131, qld, , , 08 09883620, 7478726, 8
rec-1321-org,   nicholas, noack, 17, wattle street, , dalby, 4021, nsw, 19170610, , 02 97202560, 6869198, 0
rec-9129-org,   ruby, urvet, 20, goudie place, , bridgewater, 3805, nsw, 19060405, 28, 03 90614559, 1959478, 9
rec-3765-org,   nicholas, tsonis, 6, bourne street, , malvern east, 4211, qld, 19570809, 29, 02 10978186, 8102986, 0
rec-1646-org,   maliah, boss, 13, , kyeema, lamington, 4807, , , 27, 08 95891685, 4788363, 3
rec-1719-org,   oliver, mason, 35, ardlethan street, yammacoona, sunnybank, 3071, nsw, 19830505, 32, 02 14730562, 7261775, 2
rec-4331-org,   jamie, bishop, 119, howitt street, retirement village, north rocks, 3162, nsw, 19680912, 33, 02 68207406, 4704460, 7
rec-5523-org,   pace, blake, 18, , aintree, yeerongpilly, 2171, nsw, 19670320, 28, 02 30758281, 1848120, 1
rec-3561-org,   amalia, meaney, 110, fairley crescent, rockwood, marmion, 5089, nsw, 19891227, 29, 04 23477581, 2749239, 7
rec-8004-dup-1, bridget, cambell, 34, poynton street, , woollahra, 2759, qld, 19250216, , 03 10562188, 7591921, 6
rec-5778-org,   jade, jongewaard, 7, fawkner street, , beaudesert, 2230, sa, 19240608, 25, 03 77200435, 3369183, 9
rec-1755-org,   domenique, corver, 9, aroona court, , eastwood, 6410, vic, 19160327, , 02 37572089, 6978095, 9
rec-2816-org,   lucy, agius, 60, dumas street, villa 213, cronulla, 3199, qld, 19440411, 29, 07 06762854, 3253519, 2
rec-2596-org,   isabel, kempson, 105, taylor street, ponderosa, thornlands, 4551, vic, 19740213, 30, 02 19189022, 7718280, 1
rec-5993-org,   kiara, worsey, 27, forbes street, , raymond terrace, 2260, vic, 19400609, 28, 04 10372684, 9476676, 2
rec-6509-org,   harrison, berry, 11, brunton street, , whittington, 3216, wa, 19401016, 24, 07 18149978, 6588402, 6
rec-7295-org,   isabella, rundle, 49, arthur circle, , geelong west, 2154, , 19870214, 26, 08 10841878, 7936744, 8
rec-8780-org,   william, white, 19, bowley place, laudervale, riverstone, 4215, wa, 19830306, 21, 03 67978935, 7484606, 7
rec-5418-org,   isabella, dixon, 5, john russell circuit, logie brae, blacktown, 4227, sa, 19931108, , 08 66665317, 5713568, 5
rec-1169-org,   isabella, linnell, 33, julius street, morningside general, camira, 6056, qld, , , 07 85726428, 9934390, 3
rec-9361-org,   yasmin, ryan, 7, barada crescent, , burwood east, 4131, qld, 19100607, 7, 02 84822545, 1940029, 1
rec-7304-org,   jack, crosswell, 30, hingston close, waraba, bidwill, 6066, sa, 19880708, , 08 13212797, 5567136, 5
rec-3878-org,   matthew, bartel, 25, mcdonald street, parkridge villa, coniston, 3166, nsw, 19780922, 27, 04 71794034, 5284623, 0
rec-9302-org,   taylor-saige, lamprey, 11, , , petersham, 3152, vic, 19770201, 35, 04 19424887, 2615987, 7
rec-4623-org,   gianni, gold, 16, denny street, henry kendall bayside, condon, 2115, nsw, 19481218, 20, 04 90135458, 6907075, 8
rec-133-org,   bradley, grossman, 7, albermarle place, , marayong, 2444, vic, 19710303, 25, 02 90861264, 3571970, 2
rec-7548-org,   alexandra, blaskett, 4, greenough circuit, , wallabadah, 2506, vic, 19700927, 34, 02 22492420, 5019409, 4
rec-136-org,   konstantinos, hazell, 31, mcintyre street, pine dale, riverstone, 4870, nsw, 19690505, 34, 04 90311561, 1976019, 8
rec-9386-dup-2, liam, flaus, 93, guthrie street, tagarra, torquay, 2304, nszj, 19420225, 27, , 7824242, 3
rec-1001-org,   meg, paine, 5, manning street, berkeley village, hoppers crossing, 2567, qld, 19230330, 24, 03 04597778, 6209520, 9
rec-5562-org,   emiily, coleman, 7, severne crescent, , harristown, 3915, qld, 19931023, 11, 03 38344202, 8484149, 8
rec-3456-org,   kane, havelberg, 31, delprat circuit, telooma, toukley, 4508, vic, 19850126, 23, 02 64109978, 9765178, 9
rec-3069-org,   joshua, furfari, 46, giles street, , balcolyn, 5244, tas, 19810203, , 03 79755561, 6245601, 3
rec-4305-org,   dakota, kowald, 95, cooksey place, , young, 2830, vic, 19860310, 24, 02 64155000, 4639498, 0
rec-5116-org,   , petrikowski, 21, burnell place, , marsfield, 6162, vic, 19551130, , 02 13881077, 3681545, 9
rec-9504-org,   isabella, bizjak, 99, chewings street, violet creek, hectorville, 2072, vic, 19200116, , 04 01539475, 7783420, 2
rec-4670-org,   thomas, desalis, 30, dungowan street, innes est, vermont, 2161, , 19720330, 37, , 4523740, 9
rec-9276-org,   natasha, meyhandan, 137, o'neill street, , toowoomba, 4165, qld, 19790823, 27, 08 71118144, 2070247, 2
rec-6733-org,   sam, oxenbould, 15, dunstan street, arlington, black hill, 4067, vic, 19420519, 31, 02 89938390, 7770918, 4
rec-5509-org,   riley, burford, 12, ogden close, , hackham west, 4075, nsw, 19260517, 27, 08 86394095, 5951759, 0
rec-4645-org,   joe, benjamin, 5, owen dixon drive, , dolans bay, 2070, qld, 19680225, 32, 04 21988838, 3747626, 3
rec-6667-org,   claire, white, 8, barangaroo street, , childers, 3148, nsw, 19730102, , 04 15739884, 2289024, 2
rec-2812-org,   teegan, cochrane, 81, currie crescent, , st kilda, 2122, nsw, 19890228, 23, 03 30990322, 3163040, 6
rec-2214-org,   seanna, bopping, 31, eleanora street, summer hill, deniliquin, 2072, , 19610824, , 03 58334874, 2768175, 7
rec-1865-dup-1, spencer, painter, , dixon drive, , rochester, 2416, qld, 19290616, 30, 03 57039084, 6745154, 8
rec-5045-org,   jade, brokenshire, 6, pelham close, , brookvale, 4152, sa, 19191001, 25, 07 08039898, 1298973, 1
rec-3076-org,   imogen, zacharioglou, 15, cambage street, , manunda, 2261, nsw, , 40, , 4573233, 4
rec-2715-org,   lara, gully, 49, barnett close, surfside park, ascot vale, 4519, sa, 19510617, 28, 08 16444544, 2774784, 7
rec-5664-org,   chloe, reid, 13, springvale drive, summer hill, abbotsford, 3942, nsw, 19030526, 26, 07 20434015, 4470494, 2
rec-2142-dup-1, griffin, allanby, 56, stapylton street, moodwoodan gus stud, summer hill, 4019, nsw, 19190219, , 08 06837043, 2423199, 5
rec-9291-org,   briony, mccarthy, 19, buvelot street, , castlecrag, 2500, vic, 19280411, 21, 07 00452616, 7293676, 1
rec-3166-org,   aidan, hand, 2, malara street, , blackall, 2327, , , 32, 03 71744518, 4643547, 5
rec-7308-org,   lani, reid, 68, hurtle avenue, , waramanga, 2101, wa, 19550626, 30, 02 43149829, 8168711, 1
rec-4357-org,   aimee, jolly, 26, burhop close, , elwood, 4350, vic, 19430403, 29, 07 90465091, 4944389, 8
rec-5681-dup-2, william, adair, 22, birnirpkace, , whitfield, 6210, vic, 19390517, 33, 04 19177643, 1287838, 7
rec-6013-org,   riley, maynard, 52, julia flynn avenue, , north beach, 2440, nsw, 19930723, 34, 07 67143638, 3802109, 1
rec-8236-org,   lily, griffen, 4, , , mathoura, 4163, nsw, 19170621, , 03 23469159, 2939200, 5
rec-7443-dup-0, lachlan, nguyen, 12, coventr ycoose, , tusmore, 2734, vic, 19180122, 26, , 8866940, 9
rec-8480-org,   chelsea, hobson, 29, pindari crescent, , rouse hill, 5096, nsw, 19640113, 33, 07 82335538, 4096051, 3
rec-9381-org,   shaun, white, 7, roope close, sutton, dapto, 2041, vic, 19080826, 27, 07 86914302, 6373734, 5
rec-709-org,   brooke, reid, 28, swinden street, , ermington, 5168, qld, 19140705, 33, 02 99350487, 1108547, 4
rec-4415-org,   isabella, neville, , haddon street, parklands village, park orchards, 2768, nsw, 19720613, 20, 03 46210995, 7930950, 7
rec-8107-org,   caleb, reece, 16, groom street, , rous, 3196, , , 24, 04 49540194, 8015530, 4
rec-1397-org,   , pascoe, 32, cousin place, , ermington, 3282, nsw, 19300629, 35, 02 58681178, 8286597, 4
rec-9119-org,   ella, campbell, 3, wallaroo road, , oak flats, 2042, nsw, 19951212, 32, 04 61248754, 6372894, 4
rec-1823-org,   bridget, dixon, 4, bega flats, , salisbury, 2125, vic, 19960512, 26, 07 93220428, 5383210, 8
rec-762-org,   amy, quast, 61, clive steele avenue, , brookdale, 4053, vic, 19030518, , 02 76302710, 6668046, 5
rec-827-org,   macey, yen, 5, mentha place, youralla, bayswater north, 4487, sa, 19120213, 21, 03 85774834, 4962033, 5
rec-4150-org,   elly, bishop, 89, medley street, , warnbro, 2327, vic, 19880912, 25, 08 63966821, 7535753, 1
rec-2500-org,   mark, nguyen, 10, nish place, , watsonia, 2171, nsw, 19050920, 8, 03 98183089, 4668480, 0
rec-6257-org,   jayden, terek, 43, costello circuit, parklands village, noble park, 3019, qld, 19900603, 30, 03 90351749, 9611478, 7
rec-638-dup-0, anika, keley, 163, sinclair street, , malvern east, 3875, qld, 19191220, 35, 08 63409493, 6737432, 4
rec-8809-org,   thomas, , 87, noala street, eventide homes, edmondson park, 6111, wa, , 32, 03 01224306, 2984762, 2
rec-8545-org,   abbey, gascoigne, 18, carter crescent, , blacktown, 2770, qld, 19770517, 37, 07 88396969, 9748552, 0
rec-5506-org,   ethan, purtell, 11, jelbart street, aldinga beach court, invermay, 2836, vic, 19750120, 35, 04 98284533, 3101433, 9
rec-7684-org,   samuel, dankers, 68, boucaut place, , pascoe vale south, 2230, nsw, 19120728, 25, 03 74916910, 3405506, 5
rec-481-org,   , dukeson, 6, wagstaff place, , slacks creek, 3111, nsw, 19700704, 10, 08 32387939, 7012400, 2
rec-5271-org,   samantha, mason, 20, newland street, port 363v, benowa, 2228, nsw, , 33, 07 27238581, 1260489, 0
rec-3200-org,   nicholas, berry, 65, william wilkins crescent, , corowa, 5291, , 19330623, 33, 03 16467283, 8134718, 0
rec-6310-org,   maxin, noble, 11, , , marsden, 2505, vic, 19220510, , 07 18543166, 2265288, 5
rec-5947-org,   ethan, araujo, 7, kardang street, , raymond terrace, 2261, wa, 19260628, 30, 02 16826968, 3795877, 7
rec-9881-org,   jacob, lamprell, 12, , , bonny hills, 2602, nsw, 19051120, 31, 02 56775177, 3485323, 1
rec-2144-org,   imogen, pikusa, 10, crisp circuit, , figtree, 3198, qld, 19400324, , 08 31587054, 9697593, 2
rec-5715-org,   seth, soulsby, 10, , kainga, devonport, 5034, , 19381213, 21, 07 22871647, 1384166, 5
rec-7972-org,   adrian, trimmer, 62, talbot street, , indented head, 3021, qld, 19390210, 32, 04 50955949, 8138527, 6
rec-7476-dup-1, grace, mccarthy, 51, , aprt 59, kangaroo flat, 7320, vic, 19870107, 20, 04 59717970, 4061782, 0
rec-3352-dup-2, jack, sanmuam, 35, darke sgreet, , thornbury, 3054, nsw, 19091201, 28, 04 90459633, 3268227, 1
rec-2717-org,   rosie, reid, 11, staaten crescent, chilton heights, forest hill, 7000, qld, 19520503, 34, 07 00820034, 1158967, 6
rec-4719-org,   renee, grosvenor, 117, east place, carlow, kialla, 4111, wa, 19410825, 35, 07 87896079, 5370247, 3
rec-8984-org,   michael, , 159, betche place, vaughan vlge, menangle, 3337, qld, 19480226, , 04 83336444, 2008989, 6
rec-4027-org,   isabelle, baillie, , blacket street, , dunkeld, 2515, qld, 19890731, 29, 04 17915622, 5384955, 0
rec-4671-org,   rhett, rawlings, 41, sproule circuit, , parramatta, 7051, qld, 19150411, , 04 29015012, 2971162, 1
rec-6206-org,   madison, buckmaster, 33, bear place, glenferrie park, kilcoy, 5290, nsw, 19481003, 9, 07 91969086, 1365138, 8
rec-1297-org,   brodie, schwinghammer, 191, duffy street, , bundaberg, 2113, vic, 19411003, 10, 08 35496877, 5099621, 8
rec-4577-dup-0, hannhks, waller, 11, , blackwattle farm, buff point, 3579, nsc, 19790717, 9, 04 81460355, 7696997, 3
rec-2060-org,   mikhayla, campbell, 52, piddington street, , granville, 4306, , 19640402, , , 2415295, 2
rec-5959-org,   hayden, lock, 1, threlfall street, , redbank plains, 3047, , 19411112, , 07 57241894, 8669002, 3
rec-9045-org,   kyle, pontt, 5, aspinall street, , noble park, 2029, qld, 19970625, 32, 04 67569792, 3670877, 4
rec-1127-org,   kyle, lamacka, 23, carroll street, , keilor east, 3931, nsw, 19961114, 35, 04 16749245, 4704278, 9
rec-4194-org,   paris, widdowson, 120, bruxner close, , ballarat, 3165, wa, 19120522, 34, 03 88430929, 1439215, 0
rec-6805-org,   carla, quilliam, 28, temperley street, cherrybank, auburn, 3133, qld, 19890927, 6, 08 45663838, 4131691, 3
rec-216-org,   emiily, alderson, 195, harford street, , prenzlau, 6152, , 19820712, 25, , 1390700, 4
rec-6445-dup-1, hannah, morrison, 4, edmunds place, , bendigo north, 3585, qld, 19230812, 74, 02 18376535, 2033215, 4
rec-2154-org,   neve, mccarthy, 106, mather street, millard centre, evans head, 3216, qld, 19791224, 9, 04 78086728, 4711522, 2
rec-3513-org,   meg, boutchard, 20, adair street, , highett, 3936, nsw, 19990816, 31, 08 52178877, 2403380, 2
rec-1849-org,   thomas, , 35, eungella street, , toowoon bay, 4272, wa, 19141001, 29, 08 37938102, 4691894, 0
